POST ID	POST TEXT
9a147b8a64c22c5f784f73c031dd5ba8	SIA checks jet engines for cracks after recent fire.Singapore Airlines has checked its Boeing 777-300ER engines to ensure there are no internal cracks after investigations revealed this could have caused a recent fire that forced an aircraft to make an emergency landing at Changi Airport.The inspections and necessary replacements were completed on July 18, spokesman Nicholas Ionides told The Straits Times.Flight SQ368 which left Changi for Milan, Italy, on June 27, turned back less than two hours later when the pilots received an engine oil warning. Shortly after the plane landed, its right wing caught fire.In an interim report, the Transport Ministry's Air Accident Investigation Bureau of Singapore (AAIB), which is investigating the incident, noted that fuel was found in the oil system, which is not normal.The fuel had entered as a result of a crack in a tube in the engine's main fuel oil heat exchanger - a component that exchanges heat between the engine oil and fuel streams.Following the incident, SIA accelerated the replacement of fuel oil heat exchangers on the GE90 engines powering its Boeing 777- 300ER aircraft, Mr Ionides said.SIA has 27 B777-300ERs, all of them fitted with the GE engines.Further investigations revealed that in December 2014, engine-maker GE Aviation had issued a notice to operators for the component to be removed from the engines, inspected for cracks and repaired if needed.There was no urgency and the checks could be done when the engine was next due for maintenance, GE said then.The engine on the SIA aircraft which caught fire had been inspected in March 2014, before the notice was issued. It was not due for another check for some time, The Straits Times understands.In the wake of the June fire, the AAIB report has recommended that GE Aviation review the urgency rating of the checks "to prevent another fire or other hazardous incident from arising as a result of fuel leakage into the engine oil system".Aircraft maker Boeing is also advised to consider the need for operational procedures in the event a flight crew encounters a similar fuel leak situation in flight.As the regulator of both Boeing and GE Aviation, the AAIB has requested that the US Federal Aviation Administration ask both firms to accept the recommendations.A Boeing spokesman said the firm is providing technical help at the request and under direction of the investigating authorities.Mr Ionides said SIA will continue to cooperate fully with the authorities. None of the 222 passengers and 19 crew on board was hurt in the June incident. 
9ba511bdba1d20290a226824ce84c5aa	askST: Are handrails in MRT trains sanitised and does the air-conditioning system spread germs?.Reader Gabriel Tham asked if hand rails in MRT trains are cleaned with sanitisers, and whether a train's air-conditioning system breed and spread germs - especially when commuters cough or sneeze in a packed carriage. Senior transport correspondent Christopher Tan answered.The MRT system caters to around three million rides a day.To be effective, you would need to wipe down the hand rails with sanitisers every hour, at least. It would be more effective and more meaningful if commuters who feel they are prone to infection wash their hands after each ride.All aircon and ventilation systems can be breeding ground for bacteria and fungi because dust and moisture build up. To prevent this, these systems are cleaned regularly, sometimes with a strong chemical. It is in the interest of operators to do this because a clean system is also usually an efficient system.Are MRT users exposed to more germs than say, bus, taxi and private car users? I have not come across any study which tests this hypothesis. Again, commuters who are unwell should avoid packed places, or wear a mask if they have to. Same goes for people who are susceptible to catching a bug.There are of course, other places which are crowded, such as a stadium, a pub or a mall. And people tend to spend longer periods in these places than on a train at any one time.The best way to boost your body's immune system is to eat healthily, exercise regularly, get plenty of rest and drink plenty of water, and avoid negative stress.
9c1ced61f21178ed24f13e874d4ff8a9	Lawyer who focused on molest victim's breast size rapped by judge.SINGAPORE - A district judge had harsh words for a lawyer who focused on the breast size of a molest victim, even asking her to stand up while she was on the witness stand and staring inappropriately at her.District Judge Shawn Ho said Mr Edmund Wong Sin Yee's conduct was completely unacceptable, deserving of disapprobation and fell short of expectations of lawyers.Mr Wong, who is in his late 50s and runs his own firm S Y Wong Law Chambers, had defended Xu Jiadong, 24, a student from China, who had brushed his forearm against the breast of a 22-year-old woman on board a train at Toa Payoh MRT station on July 9, 2014.Xu was found guilty of his single charge of outrage of modesty on Wednesday (Aug 3) by Judge Ho, and was jailed for five months."Sacrosanct is our right to travel on public transport unmolested," said the judge in his 44-page grounds of decision released on Thursday (Aug 4). He dedicated six of the pages to Mr Wong's conduct, noting that the manner in which the lawyer had cross-examined the victim was indecent and scandalous, and seemed intended to insult or annoy her."Well, it's always that there must be a temptation, there must be something attractive for a person to do such a thing. So if you get an old lady, you think people want to molest her?"So that is important and I want to show that if she is wearing a very low cut (top) with a very voluptuous breast protruding out, (of a) half cut (top), then of course... the higher the tendency that people might commit such an offence." - Lawyer Edmund Wong Sin YeeNot only are such questions forbidden in court under the Evidence Act, they are also proscribed under the Legal Profession (Professional Conduct) Rules, noted Judge Ho.During the trial, Mr Wong had asked the victim to stand up. When the judge asked what he was trying to show, Mr Wong said: "Your Honour, I want to see... how attractive (she is) when (she) stands up..."This prompted the victim to ask: "Is this necessary?""I feel very offended," she added.Shortly after, Deputy Public Prosecutor Kong Kuek Foo interrupted Mr Wong to ask whether it was his case that only attractive women would get molested in the train.Mr Wong replied: "Well, it's always that there must be a temptation. There must be something attractive for a person to do such a thing. So if you get an old lady, you think people want to molest her?"So that is important and I want to show that if she is wearing a very low cut (top) with a very voluptuous breast protruding out, (of a) half cut (top), then of course... the higher the tendency that people might commit such an offence."So I'm trying to put my case that, you know, looking at the day (how) she was dressed and... her breast size and all these things... whether there is temptation for anybody or the accused to do such a thing."Judge Ho gave reasons why Mr Wong's conduct was lamentable."First, the manner that the defence counsel stared inappropriately at the victim's breasts... was a grim reminder writ large of what (Xu) had subjected the victim to on the MRT train."It made the victim re-live her odious experience. Distress was evoked, with the victim trying to hold back her tears in court."The proceedings were immediately stopped... But the damage had been done. Her heart was wrung. During the afternoon session, the victim was visibly affected."Judge Ho said Mr Wong had also ignored the victim's distress with the impolitic nature of his remarks.Thirdly, the improper humiliation of victims of sexual crimes in court could discourage future victims from coming forward."Finally, members of the Bar need to observe high standards of professional conduct and a proper sense of responsibility in the conduct of cases; if this is not done, the whole profession will suffer in the public's estimation," Judge Ho said."Put simply, the defence counsel's conduct is completely unacceptable and deserves disapprobation. His conduct is plainly not in keeping with - and fell far short of - the best traditions of the Singapore Bar."District Judge Shawn Ho included an extract of court proceedings, which took place when Mr Wong was looking at the victim's breasts, in his grounds of decision:Mr Wong: Witness, I'm sorry to trouble you again. Can you stand up a bit? Stand up. Okay, thank you. Sit down.Judge Ho: What was that for?Mr Wong: Sorry.Judge Ho: What was that for?Mr Wong: Your Honour, I want to see... how attractive when (she) stands up, you know...Victim: Is this necessary? I feel very offended.Mr Wong: Well, I mean, I think it's important because I'm going to ask you even more insulting questions later on.Deputy Public Prosecutor (DPP) Kong Kuek Foo: Your Honour we'll take objection to any insulting questions at the outset.Mr Wong: Provided it's insulting and scandalous (and not relevant), then you can object under the law...DPP Kong: Your Honour, the courtroom is not a place for insulting questions. I don't need to learn the law to know that, my learned friend.Mr Wong: Provided, Your Honour, the question is really insulting and does not go into the relevance of the case itself, then of course Your Honour can object. I'm going to ask a question that is why I want the (victim) to stand up and to show... how attractive and how, I mean, because she said that she wore a full top T-shirt, blue T-shirt... I want to see what's the size of...DPP Kong: Your Honour, if I may just interject at this juncture? Is it the defence's case that only attractive women will get molested in the train?Mr Wong: Well, it's always that there must be a temptation, there must be something attractive for a person to do such a thing. So if you get an old lady, you think people want to molest her?So that is important and I want to show that if she is wearing a very low cut (top) with a very voluptuous breast protruding out, (of a) half cut (top), then of course... the higher the tendency that people might commit such an offence.So I'm trying to put my case that, you know, looking at the day (how) she was dressed and... her breast size and all these things... whether there is temptation for anybody or the accused to do such a thing.Judge Ho: Stop there, Mr Wong.Mr Wong: Yes.Judge Ho: Stop there.Mr Wong: So...Judge Ho: Stop there.Mr Wong: Okay, I'll ask other things.Judge Ho: Ms (...) I'm sorry I have to ask you to wait outside (the court). In fact, I would ask you to go for your lunch.Victim: Okay.(Victim steps out of court.)Mr Edmund Wong Sin Yee is no stranger to controversy.He had previous convictions for disobeying a public servant's order, insulting the modesty of a woman, causing hurt and careless driving.Before he became a lawyer, Mr Wong was a marketing manager of a multinational company.In August 1992, he punched a nurse at the Singapore National Eye Centre and insulted the modesty of a woman employee at the clinic.A few months after being called to the Bar in 1998, he hit a motorist on the mouth with his mobile phone.He was given a three-month jail term in 2001 for road rage and fined $2,000 for using insulting words on the motorist's wife, but appealed.Prosecutors also appealed against the "woefully lenient" sentence, saying Mr Wong behaved like a "total gangster" and his behaviour was "contemptuous".They also said Mr Wong gave a "sham defence" by alleging a police officer had lied in court. He even tried to disqualify the judge hearing the case by alleging bias.His sentence was increased to the maximum one year by former Chief Justice Yong Pung How, who also imposed a $1,000 fine.Then in July 2003, the Court of Three Judges suspended Mr Wong from practice for two years over the road rage conviction.He later told reporters: "I let the past be the past. Everybody makes mistakes, maybe I made a bit more. The whole episode has made me a better person. I learnt to be more restrained. I've got nobody to blame but myself for all this."However, in September 2005, Mr Wong was arrested by anti-narcotics officers on suspicion of heading a multi-million-dollar ketamine trafficking syndicate overseas.He had allegedly used his former clients as runners to smuggle ketamine from Malaysia to Taiwan, and from Malaysia to China through Hong Kong, between early 2004 and April 2005.He was held under the Criminal Law (Temporary Provisions) Act, a last-resort law used, among other instances, on those whom no one would dare testify against in court.Mr Wong's urine contained the tranquilliser nimetazepam, also known as Erimin-5. He said he got the controlled drug from a friend as he had trouble sleeping.He was given a four-month jail term for drug use. The sentence ran concurrently with his detention.Under the Criminal Law (Temporary Provisions) Act, which must be renewed every five years, persons can be detained indefinitely without trial, when the Home Affairs Minister is satisfied that it is "in the interests of public safety, peace and good order". 
9c8459d1c909ad58480f4d7924e6cd03	Driver who fell asleep and crashed into police car gets $2,500 fine and 12-month driving ban.SINGAPORE - A 51-year-old driver, who has a sleep disorder, crashed into a police car along an expressway when he fell asleep behind the wheel in December last year, a court heard.Sarudin Nasir had slept for just 1½ hours the night before.The accident caused the police car to hit an Aetos auxiliary police motorcycle; two policemen in the car were injured.On Monday (July 25), the motorist was fined $2,500 and barred from driving for 12 months.He pleaded guilty to one charge of doing a negligent act which endangered human life.The court heard that on Dec 9 last year, Sarudin left home for his night work shift. He returned at about 11am the next day and went to sleep. But he got a phone call at 12.30pm informing him of the death of his friend.Sarudin went to his friend's funeral, and then picked up his wife from work before leaving for his night shift duty.At about 10.30pm, while driving at about 90kmh on the extreme right lane along Tampines Expressway, towards Pan Island Expressway, he fell asleep at the wheel for a few seconds."When he awoke, he saw the police car in front of him but was unable to stop in time," Deputy Public Prosecutor Parvathi Menon told the court.Police officers Terence Tan Ding Liang and Muhammad Khairi Sufrie Suhaimi were attending to a minor accident on the same lane of the expressway. Mr Tan had parked the police car about 10-15m behind the accident location, with its blinkers switched on. An Aetos motorcycle was parked directly in front of the police car.The two policemen were doing some administrative work in the front seats of the car, while the Aetos officer on duty was helping with the towing of the vehicle that was involved in the accident.Sarudin's crash caused the police car to surge forward and hit the motorcycle, which then crashed into the centre guard railing of the expressway.The accident was captured by the in-car camera footage of a passing motorist. It showed that the brake lights of Sarudin's car came on only about two seconds before the crash.Mr Tan had bruising on the chest and knees, and was given four days of medical leave. Mr Khairi Sufrie had bruising on the forehead and got three days of medical leave.At the time of the crash, Sarudin had slept for only 1½ hours in the preceding 26 hours.A month before the accident, he had been diagnosed with Obstructive Sleep Apnea Syndrome, a condition in which a person's breathing stops and starts repeatedly during sleep.In sentencing him, District Judge Jasvender said: "You only had 1½ hours of sleep. You ought not to have driven."Sarudin could have been jailed for six months and fined $2,500. 
9d35fe5fc2469317300dc2e650d6a941	Pokemon Go available for download in Singapore.SINGAPORE - Smash hit Pokemon Go is finally available for play in Singapore.As of Saturday (Aug 6) morning, the mobile game could be downloaded from both the Apple and Google Play stores.Pokemon Go has taken the world by storm since its launch in early July.
9d9025569f191094ab07ad7052936566	New CPF Life plan offers rising payouts.A new retirement plan to help Singaporeans cope with the rising costs of living in their golden years is in the works, after the Government yesterday accepted fresh recommendations to improve the Central Provident Fund (CPF) scheme from an advisory panel.In its second and final set of proposals, the CPF Advisory Panel also suggested creating a new, low-cost investment scheme which will give more options to investors who want to invest their CPF funds for higher returns but may not know how to do so."If I had to encapsulate what we're trying to do in one line: We are providing more choices to give you more control over your retirement plan," said panel chairman Tan Chorh Chuan.The new CPF Life plan, which adds to the current two, will see monthly payouts increase by 2 per cent every year to keep pace with inflation. But those who opt for this CPF Life plan with "escalating payouts" will start with payments that are about 20 per cent lower compared to the current default plan.Under the default option, the CPF Life Standard Plan, a CPF member with about $80,500 in his Retirement Account at age 55 can expect to receive $720 a month when he turns 65 for the rest of his life.If the member chooses the new plan, he gets just $560 at the start. But the monthly payout will increase every year.By the time he is 75, his monthly payments will reach $680. And when he is 87, his monthly payments will be $860 a month.Those who want higher initial payouts under the new scheme can either top up their CPF Life premiums, or delay the starting age for payouts up to age 70.The plan has been configured in this way to ensure that the system remains sustainable, said Prof Tan.The panel, which was appointed in September 2014, came up with the latest proposals after consultations with industry players and more than 1,000 Singaporeans over focus-group discussions, telephone polls and through written feedback.Manpower Minister Lim Swee Say yesterday accepted the recommendations on behalf of the Government and thanked the panel for its work. Noting that the panel had been given a complex task, he described its recommendations as "both elegant in their simplicity and far-sighted".He added that the Government will "proactively promote awareness and understanding of these new CPF options so that members can make informed decisions to better meet their retirement needs".The Ministry of Manpower and CPF Board will work towards implementing the recommendations in stages, which panel members said could take "a few years".NTUC assistant secretary-general Cham Hui Fong welcomed the recommendations, saying they were "in line with our call to provide members with more options and flexibility" to better meet different retirement needs.The 13-member panel submitted the first set of recommendations, including allowing lump-sum withdrawal at age 65 of up to 20 per cent of CPF savings, in February last year and they have been implemented.  
9dde5759071a8b754c725d5f9f980a22	Technical officer jailed for grievously hurting driver in road rage.SINGAPORE - An SMRT technical officer who caused grievous hurt to a driver in a road rage case was jailed for seven months on Thursday (July 28).Abdul Hadi Abdul Sukor, 30, pleaded guilty last month to punching Mr Seah Chong Beng, 66, in the face and stamping on his right leg, causing him to suffer fractures around the eye and nose areas, on April 29 last year.He was ordered to pay $200 compensation to Mr Seah.The court heard that Mr Seah was driving the company lorry along Bukit Batok Road that day when Hadi, who was riding a motorcycle, honked at the lorry and overtook it from the right.Hadi signalled to the driver, and both pulled over.They alighted and Hadi took out his mobile phone and pointed it at Mr Seah, who raised his palm to block the camera's view.Hadi then punched Mr Seah in the face, and the latter fell. As Mr Seah lay on the floor bleeding, Hadi stamped on his right leg multiple times. The front seat passenger stopped him from attacking the victim, who called the police.Mr Seah was found to have fractures around his eye and nose and abrasions on his forearms.An X-ray of his right ankle showed a small piece of bone had broken off from the front shin bone.Deputy Public Prosecutor Tan Ee Kuan, who sought a sentence of seven to eight months, told the court that this was a vicious, unprovoked attack on a vulnerable victim.He said the victim suffered multiple fractures and has since recovered from the injuries. He was also incapacitated for two months and had to use a wheelchair or a support stick to walk.DPP Tan said Hadi lacked remorse as he fled the scene after inflicting the injuries on the victim. He was only traced because the victim and witness had taken a photograph of his licence plate.Hadi could have been jailed for up to 10 years, fined or caned for causing grievous hurt. 
9e9ff5600dfabfa4d69133972150a3ee	Singapore to get live Olympic broadcasts after all.The Rio Olympic Games will be screened live in Singapore after all, following a last-minute deal between national broadcaster Media- corp and rights holder Dentsu early yesterday morning.The deal, inked ahead of this morning's opening ceremony at 7am, will allow sports fans to catch the action on okto, Mediacorp's designated TV channel for sports, and four Toggle channels. Toggle is a multi-platform service that lets viewers catch Mediacorp programmes on the Internet. Its channels are free and no set-top box is needed.Mediacorp and Dentsu inked an agreement two weeks ago that included only delayed telecasts, after Mediacorp baulked at Dentsu's reported asking price of US$6 million (S$8 million) for the rights to live telecasts. It is understood both parties made substantial compromises to reach the latest deal, believed to be worth about US$3.2 million.The Straits Times understands that the new deal will see Media- corp get only five of Dentsu's 12 feeds, which will include coverage of Team Singapore athletes.Mediacorp's rights are also non-exclusive. This means Dentsu can sell the rights to other programmers here, although that is unlikely considering the Games have begun.This limited package was previously not on the table, but the two sides made concessions after the saga generated much public debate.A deal had looked unlikely, especially after the Government said last month that it will not provide additional funding. It did so for the 2006 Commonwealth Games, but in this instance said it would not be prudent to "spend more and more on escalating rights fees".The price of broadcasting rights to the Olympics has risen over the years, from about US$1.7 billion for the 2008 Beijing Games to US$2.57 billion for the 2012 London Games.It is understood that Mr Ng Ser Miang, chair of the International Olympic Committee's (IOC) finance commission and Singapore's IOC member, had been talking to Dentsu to move for a live deal.Team Singapore will be fielding 25 athletes at the Games, headlined by swimmer Joseph Schooling and the women's table-tennis team.The butterfly specialist won a bronze in the 100m fly at last year's World Championships, and is a medal contender in the same event.The Republic's paddlers, led by world No. 4 Feng Tianwei, notched three medals from the last two Games, and are aiming to keep the medal streak running.Schooling told The Straits Times: "It's good news and I'm happy to hear that, especially since my father cannot be in Rio."His father Colin is unable to travel to Rio de Janeiro, with high travel costs a factor.Sports fan Alvin Tan, 53, said: "I'm glad a decision has been made with the interest of the wider community. Hopefully, this gives our athletes extra motivation as they know Singaporeans will be rooting for them in real time."The agreement brought an end to some 35 months of negotiations. It is believed Dentsu will institute a deadline in future talks to prevent a repeat of this long-drawn episode.The Japanese advertisement agency holds the rights to the next two Winter and Summer Olympics.Mr Aravind Venugopal, vice-president at consulting and research provider Media Partners Asia, said given the deal's last-minute nature, Mediacorp might not have time to recover the full value of its investment through advertising revenue.He added: "For the Tokyo Games, the time difference is only one hour. There will be greater demand and advertisers will be more interested. So more value will be attached to the broadcast rights."It would be wise to plan in advance to make sure there is enough supplementary programming around the Olympics."
9ee5d65ea58b2413076492cef86b88dd	SCDF issues fire safety tips, urges greater caution while making religious offerings during seventh month.SINGAPORE - The Singapore Civil Defence Force (SCDF) has reminded the public to exercise greater caution while making religious offerings during the lunar seventh month, which started on Wednesday (Aug 3).In a press release on Thursday, it said religious activities like the burning of incense papers and lighting candles or joss sticks are expected to increase throughout the month.Those who burn incense paper in public housing estates should do so in the incense burners or metal containers provided by the Town Councils.Private residential owners are also encouraged to use incense paper burners.These burners or containers should be placed on sturdy ground, and at a safe distance from combustible materials or residential premises.After burning, they should also ensure smouldering incense and embers are completely extinguished before leaving.The public are also reminded to avoid throwing lighted materials such as candles and matches onto grass patches and fields, which might cause fires."Fire safety is a collective responsibility and together we can help to reduce fire occurrences in Singapore," SCDF added. 
9f0be3a53a814884ace9153b50293abb	What's News: July 25, 2016.TOP OF THE NEWSNo go for unruly air travellersUnruly airline passengers are set to face tougher sanctions here, when Singapore introduces wider powers for police and courts to deal with them. The Republic is set to tackle the growing problem within the next six to 12 months - ahead of a similar global move by the United Nations.TOP OF THE NEWSWarning on 'extremist' stuffAnyone caught distributing "extremist" publications will be dealt with firmly under the law, the Home Affairs Ministry said yesterday. This followed a report in a Bangladesh newspaper that books spreading radical teachings were being distributed to Bangladeshi workers in Little India. WORLDShooter 'planned for a year'Ali Sonboly, the teenager behind a deadly shooting in a Munich shopping centre last Friday, had been planning his crime for a year, police said yesterday. The authorities found newspaper articles on police responses to other shooting rampages as well as a book on school gunmen at his home.HOMEIt's cool at bus stopsWaiting for a bus could soon be a cooler experience. The Land Transport Authority is piloting electric fans at five bus stops and studying the feasibility of installing them at others. It hopes to make life more comfortable for commuters, who can activate the fans using switches. WORLDTaiwan woos Muslim touristsTaiwan is wooing Muslim travellers from South-east Asia and the Middle East to boost tourist arrivals, as mainland Chinese tourist numbers appear headed for a fall. The move is part of President Tsai Ing-wen's efforts to boost ties with Asean and India.OPINIONDefiance ahead for EUOne month after Brexit, no other country seems tempted to hold its own "exit" poll. Rather, more states are tempted to stay in the European Union but defy the EU's common decisions. Defiance is the big danger ahead, writes Europe Correspondent Jonathan Eyal.HOMEPlaying 'quantum music'Two professors are spearheading an experimental music project here - to cool atoms to a billionth of a degree above absolute zero, at which they start to vibrate at high frequencies. They even hope to stage a "quantum music" performance. BUSINESSS'pore firms eyeing AustraliaA recently concluded pact between Singapore and Australia could help newly re-elected Australian Prime Minister Malcolm Turnbull deliver on some of his agenda. Several large Singapore corporates are already eyeing potential business opportunities arising from the closer bilateral ties. SPORTShooting for Olympic medalTennis was her first love but failing to make Catholic Junior College's team was the trigger factor for Teo Shun Xie's interest in shooting, a journey which 10 years later sees her securing an Olympic spot in Rio. And amazingly, she had failed her National Police Cadet Corps marksmanship test in secondary school.LIFEChinese gigs pack calendarThere are at least 20 Chinese pop gigs lined up until the end of the year and they include acts such as that of Mandopop king Jay Chou, Taiwanese duo Power Station and home-grown singer Kit Chan. But discerning fans do not blindly snap up tickets. They also consider the concert's content and venue.LIFEA taste of Aussie food sceneSome lucky diners in Singapore will get to try dishes from seafood-centric restaurant Cirrus - before it opens in Barangaroo, Sydney, in September. It is helmed by chef Brent Savage (photo), part of the new wave of chefs energising the Australian food scene. He will debut the menu tomorrow at a fully booked session at Salted & Hung restaurant in Purvis Street. 
9fb149412578c24506329ea6c42e3db5	Plans for Mandai eco-tourism hub tweaked to reduce environmental impact; locations for Bird Park and Rainforest Park swopped.SINGAPORE - A conscious effort is being made to minimise the environmental impact of the building of the new Mandai precinct and one of the key changes stemming from this is the re-siting of the new Bird Park from the north to land in the south that has less mature vegetation.Also, the new Rainforest Park, which will include aerial walkways and treetop canopies, will be built in the northern area which has mature trees that can be integrated into the park, said Mandai Park Holdings (MPH). The park was originally slated to be built in the southern area of Mandai Lake Road, which was the initial location for the Bird Park.Arrival plazas will be decentralised across two locations as this would help to spread out visitors and divert them away from sensitive areas near the nature reserves, said MPH.MPH released on Tuesday (July 26) the results of an environmental impact assessment (EIA) that was done for the development of the future eco-tourism hub in Mandai.The nearly 400-page report on the 64ha land was compiled by international consultancy firm Environmental Resources Management with input from local academics and stakeholders. It concluded that the majority of environmental impact associated with the development could be reduced to "small or below"."We want sustainability and conservation to be at the heart of the Mandai project," said MPH group chief executive Mike Barclay."As we are committed to being a responsible steward for nature, we made a conscious effort to conduct the EIA at the concept stage of the project to allow key mitigation measures to be built into the design of the new Mandai precinct.""We will continue to actively involve and engage the stakeholders to thoughtfully design the new parks, not just to minimise the impact but also to enhance the biodiversity on site," said Ms Neo Gim Huay, managing director of enterprise development and sustainability at Temasek International, which is overseeing the development.MPH added that during construction and operation of the parks, there would be a Wildlife Protection Plan and Forest Restoration Plan to reduce impact to species and habitats.Further assessment will also be carried out as the project progresses to ensure that mitigation measures remain relevant.An Environmental Advisory Panel, comprising external experts, will be set up to monitor the implementation of the measures and advise on any necessary modification to the project.Ms Neo said: "We would like the rejuvenated Mandai nature precinct to be a destination for all Singaporeans as well as to set a gold standard for environmental sustainability."Members of the public can view the full report at www.mandai.com/eia and provide feedback from now until Aug 22. 
a003c6eabb5afd2b6ce06f839dff770	Changi Airport ranks 3rd in traveller spending.Changi is one of only three airports that raked in more than US$1.5 billion (S$2 billion) in spending by travellers last year.Actual amounts were not stated but Changi was ranked third, behind South Korea's Incheon and Dubai, in a recent study by Swedish duty-free and travel retail consultancy, Generation Research.Globally, travellers spent a total of US$62 billion at duty-free and airport shops last year, about 3 per cent less than the US$63.8 billion in 2014.Asia was the only region where spending increased.Perfumes and cosmetics made up about a third of the total sales, followed by wines and spirits, and fashion and accessories.With demand for travel in the Asia-Pacific expected to grow in tandem with a burgeoning middle class, airports in the region can expect takings to increase further, said experts.For Changi, increasing commercial revenue is key to keeping the airport competitive, as part of the takings are used to subsidise aircraft parking and landing, as well as other aeronautical charges.NOT JUST PASSING THROUGHWe expect the retail scene at Changi to pick up significantly when Jewel is done. The idea is to get travellers, especially those in transit, to spend time and, hopefully, money there.MS RAINE ANASTASIA CHIN, on how Changi Airport is expanding its retail and dining options to attract travellers.When Jewel Changi Airport opens in early 2019, travellers will have more reasons to shop at Changi, said lecturer Raine Anastasia Chin from Singapore Polytechnic's business school.The multi-storey complex being built in front of Terminal 1 will offer mainly retail and dining options.Ms Chin said: "We expect the retail scene at Changi to pick up significantly when Jewel is done. The idea is to get travellers, especially those in transit, to spend time and, hopefully, money there."Expanding retail and dining options to boost revenue and earnings is a growing trend among airports worldwide, she said."An airport is no longer just a place people go to, to take a flight," Ms Chin added.To entice even more travellers and visitors to shop, Changi Airport Group reviews and refreshes its offerings regularly, said its executive vice-president (commercial) Lim Peck Hoon.New brands recently introduced include Spanish clothing and accessories label Zara's first duplex store in an airport, Saint Laurent Paris boutique, Samsung Experience Store, and Garrett Popcorn.With the demand for chocolates and sweets growing by 20 per cent year on year, in the first five months of the year, Changi is looking to expand product offerings in this range, Ms Lim said.Another category becoming popular with shoppers is mid-priced fashion, as carried by brands like Charles & Keith, Uniqlo, Giordano and Pandora.To catch those who may not have much time to shop, the airport's online shopping portal, iShopChangi, which was launched in 2013, now offers more than 6,000 items.Earlier this month, two new product categories - books and Lego - were introduced.With the service, travellers can confirm their orders 18 hours to two weeks before their departure flights and pick up the items at any of the designated collection points.Ms Lim said: "With passengers becoming more well-travelled and retail trends constantly evolving, Changi needs to ensure that our retail strategy and value propositions remain relevant to our shoppers."Housewife Jane Lim, 36, a Singaporean, said: "It's not just the shopping; there are so many other things to see and do at Changi Airport while waiting for a flight. Some airports are really lame but many of the major hubs do offer a decent range of shopping and dining options." 
a02ec92f20899fbae6ae449b1af1cd7a	Quest to understand Zika and how to fight it.Structural virologist Lok Shee-Mei remembers her first paper on the Zika virus as a mad race against time.Even as she worked to be one of the first in the world to image the virus, she knew that her contemporaries in the United States were striving to do the same.The early days in particular - when she and her team were labouring to grow the virus in their laboratory - were the most uncertain."If that batch (of the virus) was no good, we were done for. They would have scooped us," said Associate Professor Lok, who is from the Emerging Infectious Diseases Programme at the Duke-NUS Medical School. "This was a very urgent thing and I knew there was very fierce competition."Typically, it takes between six months and two years for a scientific research paper to be published. For Prof Lok, 42, the whole process took just four months. Her study was funded by the National Research Foundation.She received the virus samples in January and published her paper in the distinguished international journal Nature in April. Her competitors - who also studied the structure of the virus - were just a week and a half behind."The good thing is that when different people work on a subject, they think in very different ways," she said. "Their paper... was written from a completely different perspective from ours."The mosquito-borne Zika virus is a flavivirus, making it cousins with the dengue, yellow fever and West Nile viruses. Infections usually result in flu-like symptoms similar to but less severe than those caused by dengue.But the virus has generated widespread alarm after doctors found a possible link between Zika infections and babies born with microcephaly, or unusually small heads.Although rare, the virus has also been associated with Guillain- Barre syndrome, in which a person's own immune system attacks his nerve cells.In studying the Zika virus' structure, Prof Lok and her team found that it was something of a hybrid. Parts of it resembled other viruses in the same family that cause problems with the nervous system; others looked like dengue, which causes fevers and rashes."Zika does both - it's sort of in between these two groups," Prof Lok said. "It usually causes febrile (showing symptoms of fever) illnesses, but in the foetus, it attacks the brain."Knowing this means scientists now have "targets" to work on in their quest to develop a Zika vaccine or minimise the impact of the virus on the human body."If this part looks more like the virus that attacks the nerve cells, and if you delete this or mutate that and it reduces the neurovirulence, then you could potentially use that as a vaccine," she said.Prof Lok, who has studied the dengue virus since her undergraduate days two decades ago, also found that the Zika virus is much tougher than its dengue cousin."The surface is so much more compact than dengue. We did thermal work, heated it to different temperatures, but even at 40 deg C, it doesn't seem to kill the virus."This explains why it can stay in bodily fluids such as saliva, semen and urine, and can be transmitted through sexual contact."Identifying the places that cause this increased stability and then... making a drug that destroys these strong interactions might make the virus less potent," Prof Lok explained.The next step for her is to look at how the virus infects cells and what kind of structural changes it undergoes to do so.She pointed out that Zika "is going to be Singapore's problem too, because it uses exactly the same mosquito vector as dengue".READ MORE Zika and birth defects by Cheryl Teh: Zika may not be to blame for birth defects after all 
a22763cedcd77d97730e1dedb0044d07	The Straits Times' News In A Minute: July 27, 2016.In The Straits Times' News In A Minute today, we look at:* Toh Sia Guan, the 64-year-old suspect in the Geylang Lorong 23 murder case, was taken by police investigators to several locations in Geylang this morning. * Existing commercial and institutional buildings must include improvements to accessibility when undergoing additions and alterations, under new rules that will kick in next year. * The Prime Minister's Office holds social media contest for National Day Rally invites.   
